E_LOSS,E_RGB_RL,E_THERMAL_RL,E_SL,D_LOSS,D_SL,D_RL_REAL,D_RL_FAKE,D_GP,
[E13S81],4.56e-02,5.16e-02,8.18e-03,-5.97e-02,1.69e+00,1.48e+00,1.15e-02,8.18e-03,3.87e-02,
[E13S82],1.20e-01,5.06e-02,7.73e-03,6.98e-01,1.69e+00,1.50e+00,1.21e-02,7.73e-03,3.52e-02,
[E13S83],4.67e-02,5.36e-02,8.43e-03,-6.89e-02,1.69e+00,1.50e+00,1.12e-02,8.43e-03,3.51e-02,
[E13S84],1.04e-01,5.02e-02,7.18e-03,5.35e-01,1.68e+00,1.48e+00,1.04e-02,7.18e-03,3.55e-02,
[E14S0],7.50e-02,5.41e-02,8.01e-03,2.09e-01,1.60e+00,1.39e+00,9.95e-03,8.01e-03,3.84e-02,
[E14S1],1.10e-01,5.32e-02,6.95e-03,5.64e-01,1.62e+00,1.42e+00,9.60e-03,6.95e-03,3.83e-02,
[E14S2],6.97e-02,5.18e-02,7.25e-03,1.80e-01,1.59e+00,1.39e+00,1.14e-02,7.25e-03,3.71e-02,
[E14S3],1.05e-01,4.94e-02,7.37e-03,5.59e-01,1.65e+00,1.44e+00,1.03e-02,7.37e-03,3.85e-02,
[E14S4],6.19e-02,5.02e-02,8.08e-03,1.18e-01,1.67e+00,1.46e+00,1.05e-02,8.08e-03,3.86e-02,
[E14S5],9.61e-02,5.02e-02,8.19e-03,4.59e-01,1.67e+00,1.46e+00,1.10e-02,8.19e-03,3.85e-02,
[E14S6],6.96e-02,5.03e-02,7.77e-03,1.93e-01,1.65e+00,1.45e+00,1.17e-02,7.77e-03,3.78e-02,
[E14S7],1.03e-01,4.99e-02,6.92e-03,5.34e-01,1.64e+00,1.43e+00,1.04e-02,6.92e-03,4.01e-02,
[E14S8],6.40e-02,5.18e-02,7.84e-03,1.21e-01,1.65e+00,1.43e+00,1.08e-02,7.84e-03,4.05e-02,
[E14S9],1.09e-01,5.27e-02,8.44e-03,5.61e-01,1.64e+00,1.42e+00,1.01e-02,8.44e-03,4.09e-02,
[E14S10],5.13e-02,5.06e-02,7.81e-03,6.86e-03,1.70e+00,1.49e+00,1.19e-02,7.81e-03,3.74e-02,
[E14S11],1.04e-01,5.09e-02,7.34e-03,5.30e-01,1.68e+00,1.48e+00,1.09e-02,7.34e-03,3.79e-02,
[E14S12],4.79e-02,5.15e-02,7.48e-03,-3.58e-02,1.70e+00,1.49e+00,1.00e-02,7.48e-03,3.94e-02,
[E14S13],1.39e-01,5.89e-02,7.42e-03,7.98e-01,1.70e+00,1.49e+00,1.12e-02,7.42e-03,3.69e-02,
[E14S14],6.91e-02,6.79e-02,8.02e-03,1.24e-02,1.73e+00,1.55e+00,1.00e-02,8.02e-03,3.29e-02,
[E14S15],9.67e-02,5.64e-02,7.70e-03,4.04e-01,1.63e+00,1.43e+00,1.03e-02,7.70e-03,3.50e-02,
[E14S16],7.46e-02,5.41e-02,6.51e-03,2.05e-01,1.62e+00,1.42e+00,9.34e-03,6.51e-03,3.76e-02,
[E14S17],1.15e-01,5.92e-02,6.94e-03,5.62e-01,1.65e+00,1.43e+00,1.04e-02,6.94e-03,3.90e-02,
[E14S18],7.72e-02,5.98e-02,7.98e-03,1.74e-01,1.65e+00,1.44e+00,1.01e-02,7.98e-03,3.79e-02,
[E14S19],1.12e-01,5.39e-02,7.13e-03,5.86e-01,1.66e+00,1.44e+00,9.71e-03,7.13e-03,4.04e-02,
[E14S20],4.86e-02,5.13e-02,8.04e-03,-2.73e-02,1.72e+00,1.53e+00,1.11e-02,8.04e-03,3.40e-02,
[E14S21],8.30e-02,4.66e-02,6.25e-03,3.64e-01,1.69e+00,1.50e+00,9.06e-03,6.25e-03,3.63e-02,
[E14S22],7.57e-02,5.03e-02,5.90e-03,2.54e-01,1.63e+00,1.42e+00,8.54e-03,5.90e-03,3.98e-02,
[E14S23],1.06e-01,5.17e-02,6.82e-03,5.45e-01,1.63e+00,1.41e+00,1.05e-02,6.82e-03,4.07e-02,
[E14S24],7.47e-02,5.27e-02,7.03e-03,2.20e-01,1.63e+00,1.42e+00,1.07e-02,7.03e-03,3.82e-02,
[E14S25],9.48e-02,5.12e-02,6.11e-03,4.36e-01,1.66e+00,1.44e+00,8.99e-03,6.11e-03,3.99e-02,
[E14S26],6.77e-02,5.74e-02,8.21e-03,1.03e-01,1.64e+00,1.42e+00,1.07e-02,8.21e-03,4.02e-02,
[E14S27],1.16e-01,5.26e-02,7.14e-03,6.30e-01,1.67e+00,1.45e+00,1.01e-02,7.14e-03,3.93e-02,
[E14S28],5.36e-02,5.32e-02,7.03e-03,4.13e-03,1.70e+00,1.49e+00,9.72e-03,7.03e-03,3.77e-02,
[E14S29],1.12e-01,5.08e-02,6.41e-03,6.17e-01,1.65e+00,1.45e+00,9.51e-03,6.41e-03,3.61e-02,
[E14S30],6.33e-02,5.12e-02,6.79e-03,1.21e-01,1.66e+00,1.46e+00,1.01e-02,6.79e-03,3.74e-02,
[E14S31],1.24e-01,5.22e-02,6.18e-03,7.14e-01,1.66e+00,1.45e+00,9.17e-03,6.18e-03,3.88e-02,
[E14S32],5.56e-02,5.12e-02,7.05e-03,4.44e-02,1.67e+00,1.48e+00,9.83e-03,7.05e-03,3.56e-02,
[E14S33],8.66e-02,5.11e-02,6.95e-03,3.55e-01,1.67e+00,1.46e+00,9.91e-03,6.95e-03,3.74e-02,
[E14S34],9.07e-02,5.14e-02,8.12e-03,3.93e-01,1.63e+00,1.40e+00,1.15e-02,8.12e-03,4.27e-02,
[E14S35],8.53e-02,5.42e-02,8.11e-03,3.11e-01,1.64e+00,1.43e+00,1.10e-02,8.11e-03,3.85e-02,
[E14S36],1.07e-01,5.37e-02,7.16e-03,5.29e-01,1.62e+00,1.38e+00,9.03e-03,7.16e-03,4.44e-02,
[E14S37],5.94e-02,6.34e-02,7.81e-03,-3.96e-02,1.66e+00,1.45e+00,1.11e-02,7.81e-03,3.91e-02,
[E14S38],1.37e-01,6.31e-02,8.04e-03,7.37e-01,1.71e+00,1.51e+00,1.04e-02,8.04e-03,3.71e-02,
[E14S39],5.71e-02,6.05e-02,9.46e-03,-3.34e-02,1.69e+00,1.49e+00,1.15e-02,9.46e-03,3.60e-02,
[E14S40],9.72e-02,5.70e-02,9.17e-03,4.03e-01,1.66e+00,1.47e+00,1.30e-02,9.17e-03,3.55e-02,
[E14S41],8.24e-02,5.99e-02,9.76e-03,2.25e-01,1.64e+00,1.42e+00,1.25e-02,9.76e-03,3.93e-02,
[E14S42],1.05e-01,5.21e-02,9.46e-03,5.32e-01,1.63e+00,1.42e+00,1.29e-02,9.46e-03,3.86e-02,
[E14S43],6.95e-02,5.40e-02,8.81e-03,1.56e-01,1.64e+00,1.43e+00,1.10e-02,8.81e-03,3.78e-02,
[E14S44],1.06e-01,5.09e-02,7.56e-03,5.46e-01,1.68e+00,1.47e+00,1.08e-02,7.56e-03,3.87e-02,
[E14S45],6.23e-02,5.01e-02,6.75e-03,1.22e-01,1.65e+00,1.44e+00,9.63e-03,6.75e-03,3.84e-02,
[E14S46],1.17e-01,5.30e-02,7.29e-03,6.43e-01,1.66e+00,1.44e+00,1.06e-02,7.29e-03,4.03e-02,
[E14S47],4.92e-02,4.89e-02,6.51e-03,3.44e-03,1.69e+00,1.48e+00,9.10e-03,6.51e-03,3.83e-02,
[E14S48],1.04e-01,5.32e-02,7.28e-03,5.03e-01,1.69e+00,1.48e+00,1.03e-02,7.28e-03,3.91e-02,
[E14S49],5.90e-02,6.06e-02,7.65e-03,-1.59e-02,1.75e+00,1.55e+00,9.29e-03,7.65e-03,3.65e-02,
[E14S50],9.10e-02,5.20e-02,6.65e-03,3.90e-01,1.65e+00,1.43e+00,9.96e-03,6.65e-03,3.97e-02,
[E14S51],8.50e-02,5.39e-02,6.96e-03,3.11e-01,1.63e+00,1.41e+00,9.45e-03,6.96e-03,4.04e-02,
[E14S52],9.31e-02,5.23e-02,6.29e-03,4.08e-01,1.64e+00,1.42e+00,9.94e-03,6.29e-03,4.03e-02,
[E14S53],7.32e-02,5.23e-02,6.78e-03,2.09e-01,1.66e+00,1.45e+00,1.01e-02,6.78e-03,4.00e-02,
[E14S54],1.17e-01,5.25e-02,6.47e-03,6.44e-01,1.71e+00,1.49e+00,9.76e-03,6.47e-03,4.04e-02,
[E14S55],5.95e-02,5.59e-02,7.73e-03,3.59e-02,1.69e+00,1.49e+00,1.04e-02,7.73e-03,3.70e-02,
[E14S56],9.53e-02,5.50e-02,7.28e-03,4.03e-01,1.68e+00,1.48e+00,9.86e-03,7.28e-03,3.82e-02,
[E14S57],8.70e-02,5.34e-02,6.94e-03,3.36e-01,1.64e+00,1.41e+00,1.02e-02,6.94e-03,4.12e-02,
[E14S58],9.61e-02,5.48e-02,7.73e-03,4.14e-01,1.65e+00,1.44e+00,1.15e-02,7.73e-03,3.92e-02,
[E14S59],7.86e-02,6.27e-02,7.66e-03,1.59e-01,1.70e+00,1.47e+00,9.37e-03,7.66e-03,4.32e-02,
[E14S60],9.71e-02,5.73e-02,7.25e-03,3.98e-01,1.60e+00,1.39e+00,9.88e-03,7.25e-03,3.89e-02,
[E14S61],8.91e-02,5.86e-02,7.63e-03,3.05e-01,1.66e+00,1.42e+00,1.13e-02,7.63e-03,4.37e-02,
[E14S62],1.11e-01,5.57e-02,7.59e-03,5.57e-01,1.65e+00,1.43e+00,1.06e-02,7.59e-03,4.13e-02,
[E14S63],6.13e-02,5.27e-02,7.63e-03,8.64e-02,1.72e+00,1.50e+00,1.07e-02,7.63e-03,3.98e-02,
[E14S64],1.09e-01,5.94e-02,7.72e-03,5.00e-01,1.68e+00,1.46e+00,1.03e-02,7.72e-03,3.97e-02,
[E14S65],6.70e-02,5.28e-02,7.75e-03,1.42e-01,1.71e+00,1.48e+00,1.10e-02,7.75e-03,4.07e-02,
[E14S66],1.14e-01,5.34e-02,8.61e-03,6.03e-01,1.67e+00,1.44e+00,1.15e-02,8.61e-03,4.23e-02,
[E14S67],3.76e-02,5.24e-02,7.74e-03,-1.48e-01,1.76e+00,1.55e+00,1.19e-02,7.74e-03,3.80e-02,
[E14S68],1.28e-01,5.22e-02,7.38e-03,7.54e-01,1.73e+00,1.53e+00,1.07e-02,7.38e-03,3.45e-02,
[E14S69],5.69e-02,5.23e-02,7.08e-03,4.53e-02,1.67e+00,1.48e+00,1.20e-02,7.08e-03,3.39e-02,
[E14S70],8.14e-02,4.96e-02,7.08e-03,3.18e-01,1.65e+00,1.44e+00,1.03e-02,7.08e-03,3.86e-02,
[E14S71],8.01e-02,5.03e-02,7.48e-03,2.97e-01,1.66e+00,1.44e+00,1.11e-02,7.48e-03,3.99e-02,
[E14S72],9.14e-02,5.64e-02,1.02e-02,3.51e-01,1.66e+00,1.44e+00,1.29e-02,1.02e-02,3.95e-02,
[E14S73],8.22e-02,5.39e-02,1.14e-02,2.83e-01,1.64e+00,1.41e+00,1.36e-02,1.14e-02,4.05e-02,
[E14S74],1.06e-01,5.69e-02,8.53e-03,4.86e-01,1.61e+00,1.39e+00,1.19e-02,8.53e-03,4.00e-02,
[E14S75],8.28e-02,5.15e-02,8.21e-03,3.13e-01,1.70e+00,1.48e+00,1.22e-02,8.21e-03,3.97e-02,
[E14S76],8.65e-02,4.96e-02,7.82e-03,3.69e-01,1.67e+00,1.44e+00,1.00e-02,7.82e-03,4.19e-02,
[E14S77],8.95e-02,5.84e-02,8.26e-03,3.12e-01,1.68e+00,1.45e+00,1.13e-02,8.26e-03,4.21e-02,
[E14S78],8.68e-02,5.33e-02,7.42e-03,3.35e-01,1.71e+00,1.49e+00,9.79e-03,7.42e-03,4.10e-02,
[E14S79],8.18e-02,5.47e-02,6.78e-03,2.71e-01,1.64e+00,1.42e+00,1.05e-02,6.78e-03,4.22e-02,
[E14S80],1.09e-01,5.87e-02,8.57e-03,5.05e-01,1.67e+00,1.43e+00,1.10e-02,8.57e-03,4.40e-02,
[E14S81],5.62e-02,5.16e-02,7.99e-03,4.57e-02,1.69e+00,1.48e+00,1.14e-02,7.99e-03,3.74e-02,
[E14S82],1.11e-01,5.46e-02,7.87e-03,5.68e-01,1.70e+00,1.49e+00,1.17e-02,7.87e-03,3.84e-02,
[E14S83],6.56e-02,5.15e-02,7.30e-03,1.41e-01,1.67e+00,1.46e+00,1.03e-02,7.30e-03,3.96e-02,
[E14S84],1.18e-01,5.44e-02,7.08e-03,6.41e-01,1.68e+00,1.45e+00,1.14e-02,7.08e-03,4.08e-02,
[E15S0],4.85e-02,5.56e-02,8.06e-03,-7.11e-02,1.71e+00,1.51e+00,1.09e-02,8.06e-03,3.70e-02,
[E15S1],1.07e-01,4.98e-02,7.42e-03,5.76e-01,1.67e+00,1.47e+00,1.17e-02,7.42e-03,3.68e-02,
[E15S2],5.29e-02,5.17e-02,8.06e-03,1.16e-02,1.68e+00,1.47e+00,1.13e-02,8.06e-03,3.99e-02,
[E15S3],1.23e-01,5.08e-02,8.23e-03,7.21e-01,1.73e+00,1.52e+00,1.26e-02,8.23e-03,3.75e-02,
[E15S4],4.67e-02,5.32e-02,1.04e-02,-6.50e-02,1.68e+00,1.47e+00,1.34e-02,1.04e-02,3.57e-02,
[E15S5],9.95e-02,5.18e-02,8.18e-03,4.77e-01,1.64e+00,1.44e+00,1.20e-02,8.18e-03,3.50e-02,
[E15S6],6.95e-02,5.33e-02,8.54e-03,1.62e-01,1.65e+00,1.42e+00,1.11e-02,8.54e-03,4.10e-02,
[E15S7],1.23e-01,5.24e-02,7.75e-03,7.11e-01,1.66e+00,1.45e+00,1.04e-02,7.75e-03,3.91e-02,
[E15S8],4.69e-02,5.20e-02,7.60e-03,-5.18e-02,1.65e+00,1.45e+00,1.01e-02,7.60e-03,3.76e-02,
[E15S9],1.22e-01,5.48e-02,7.52e-03,6.76e-01,1.67e+00,1.48e+00,9.64e-03,7.52e-03,3.48e-02,
[E15S10],6.24e-02,5.80e-02,7.56e-03,4.32e-02,1.67e+00,1.48e+00,1.06e-02,7.56e-03,3.47e-02,
[E15S11],1.03e-01,5.30e-02,7.03e-03,4.98e-01,1.62e+00,1.40e+00,1.04e-02,7.03e-03,3.87e-02,
[E15S12],8.62e-02,5.52e-02,7.36e-03,3.09e-01,1.64e+00,1.43e+00,1.04e-02,7.36e-03,3.92e-02,
[E15S13],9.84e-02,6.02e-02,7.44e-03,3.82e-01,1.60e+00,1.38e+00,9.05e-03,7.44e-03,4.12e-02,
[E15S14],9.94e-02,6.25e-02,7.78e-03,3.69e-01,1.66e+00,1.44e+00,9.93e-03,7.78e-03,4.02e-02,
[E15S15],9.83e-02,6.48e-02,7.87e-03,3.35e-01,1.64e+00,1.42e+00,1.04e-02,7.87e-03,4.10e-02,
[E15S16],9.03e-02,6.21e-02,8.68e-03,2.82e-01,1.70e+00,1.48e+00,1.17e-02,8.68e-03,3.95e-02,
[E15S17],1.07e-01,5.75e-02,8.95e-03,4.94e-01,1.69e+00,1.47e+00,1.23e-02,8.95e-03,4.02e-02,
[E15S18],6.95e-02,6.82e-02,1.02e-02,1.34e-02,1.69e+00,1.48e+00,1.25e-02,1.02e-02,3.72e-02,
[E15S19],1.21e-01,5.92e-02,9.07e-03,6.22e-01,1.64e+00,1.42e+00,1.14e-02,9.07e-03,3.97e-02,
[E15S20],8.10e-02,6.14e-02,8.44e-03,1.97e-01,1.64e+00,1.43e+00,1.10e-02,8.44e-03,3.90e-02,
[E15S21],1.14e-01,6.23e-02,7.87e-03,5.18e-01,1.67e+00,1.46e+00,1.01e-02,7.87e-03,3.92e-02,
[E15S22],7.29e-02,5.78e-02,8.15e-03,1.51e-01,1.63e+00,1.41e+00,1.01e-02,8.15e-03,4.07e-02,
[E15S23],1.30e-01,5.76e-02,8.02e-03,7.25e-01,1.68e+00,1.47e+00,1.14e-02,8.02e-03,3.89e-02,
[E15S24],6.28e-02,6.30e-02,8.48e-03,-1.60e-03,1.69e+00,1.48e+00,1.07e-02,8.48e-03,3.65e-02,
[E15S25],1.14e-01,5.65e-02,7.79e-03,5.76e-01,1.64e+00,1.43e+00,9.49e-03,7.79e-03,3.81e-02,
[E15S26],6.35e-02,5.61e-02,7.48e-03,7.33e-02,1.65e+00,1.44e+00,1.18e-02,7.48e-03,3.88e-02,
[E15S27],1.35e-01,5.94e-02,8.99e-03,7.51e-01,1.68e+00,1.48e+00,1.16e-02,8.99e-03,3.77e-02,
[E15S28],6.09e-02,5.32e-02,9.05e-03,7.66e-02,1.68e+00,1.49e+00,1.12e-02,9.05e-03,3.33e-02,
[E15S29],7.83e-02,5.35e-02,7.32e-03,2.48e-01,1.65e+00,1.45e+00,1.03e-02,7.32e-03,3.79e-02,
[E15S30],8.59e-02,5.64e-02,6.67e-03,2.95e-01,1.61e+00,1.39e+00,1.01e-02,6.67e-03,4.08e-02,
[E15S31],1.11e-01,5.71e-02,7.94e-03,5.38e-01,1.73e+00,1.51e+00,1.04e-02,7.94e-03,3.99e-02,
[E15S32],5.79e-02,5.27e-02,7.42e-03,5.19e-02,1.72e+00,1.52e+00,1.10e-02,7.42e-03,3.68e-02,
[E15S33],1.05e-01,4.97e-02,6.71e-03,5.50e-01,1.67e+00,1.46e+00,1.02e-02,6.71e-03,4.03e-02,
[E15S34],6.20e-02,5.58e-02,7.50e-03,6.23e-02,1.69e+00,1.48e+00,1.09e-02,7.50e-03,3.86e-02,
[E15S35],1.10e-01,5.34e-02,7.45e-03,5.65e-01,1.68e+00,1.48e+00,1.03e-02,7.45e-03,3.75e-02,
[E15S36],5.82e-02,4.82e-02,7.25e-03,1.00e-01,1.67e+00,1.47e+00,8.94e-03,7.25e-03,3.64e-02,
[E15S37],9.92e-02,5.45e-02,6.96e-03,4.47e-01,1.59e+00,1.37e+00,9.68e-03,6.96e-03,4.02e-02,
[E15S38],9.74e-02,6.00e-02,7.95e-03,3.74e-01,1.63e+00,1.41e+00,1.11e-02,7.95e-03,3.98e-02,
[E15S39],8.49e-02,5.10e-02,7.27e-03,3.39e-01,1.67e+00,1.44e+00,1.04e-02,7.27e-03,4.13e-02,
[E15S40],8.23e-02,5.24e-02,7.56e-03,2.98e-01,1.65e+00,1.42e+00,9.26e-03,7.56e-03,4.10e-02,
[E15S41],9.07e-02,5.21e-02,7.01e-03,3.86e-01,1.65e+00,1.43e+00,9.41e-03,7.01e-03,4.13e-02,
[E15S42],9.27e-02,5.70e-02,7.30e-03,3.57e-01,1.61e+00,1.38e+00,1.00e-02,7.30e-03,4.11e-02,
[E15S43],7.98e-02,4.97e-02,6.95e-03,3.01e-01,1.72e+00,1.50e+00,1.04e-02,6.95e-03,4.03e-02,
[E15S44],1.06e-01,7.22e-02,9.94e-03,3.36e-01,1.63e+00,1.40e+00,1.09e-02,9.94e-03,4.27e-02,
[E15S45],1.06e-01,6.06e-02,9.56e-03,4.58e-01,1.79e+00,1.55e+00,1.08e-02,9.56e-03,4.32e-02,
[E15S46],8.65e-02,7.41e-02,1.00e-02,1.24e-01,1.73e+00,1.53e+00,1.26e-02,1.00e-02,3.53e-02,
[E15S47],1.02e-01,6.27e-02,8.63e-03,3.90e-01,1.66e+00,1.45e+00,1.01e-02,8.63e-03,3.84e-02,
[E15S48],8.00e-02,6.37e-02,8.33e-03,1.63e-01,1.63e+00,1.42e+00,1.17e-02,8.33e-03,3.84e-02,
[E15S49],1.11e-01,5.36e-02,7.18e-03,5.70e-01,1.67e+00,1.44e+00,9.19e-03,7.18e-03,4.23e-02,
[E15S50],5.73e-02,5.25e-02,6.97e-03,4.76e-02,1.65e+00,1.45e+00,1.05e-02,6.97e-03,3.66e-02,
[E15S51],1.12e-01,5.34e-02,6.89e-03,5.83e-01,1.60e+00,1.38e+00,9.86e-03,6.89e-03,3.89e-02,
[E15S52],5.11e-02,5.20e-02,7.23e-03,-8.63e-03,1.71e+00,1.49e+00,1.05e-02,7.23e-03,3.91e-02,
[E15S53],1.25e-01,5.54e-02,7.77e-03,6.99e-01,1.69e+00,1.48e+00,1.05e-02,7.77e-03,3.67e-02,
[E15S54],5.23e-02,5.48e-02,8.11e-03,-2.44e-02,1.75e+00,1.55e+00,1.12e-02,8.11e-03,3.55e-02,
[E15S55],1.14e-01,6.05e-02,6.75e-03,5.37e-01,1.65e+00,1.46e+00,1.03e-02,6.75e-03,3.53e-02,
[E15S56],6.60e-02,5.09e-02,7.21e-03,1.51e-01,1.69e+00,1.48e+00,1.11e-02,7.21e-03,3.90e-02,
[E15S57],1.05e-01,5.36e-02,6.58e-03,5.12e-01,1.65e+00,1.44e+00,9.90e-03,6.58e-03,3.85e-02,
[E15S58],8.03e-02,5.74e-02,6.98e-03,2.29e-01,1.61e+00,1.39e+00,9.50e-03,6.98e-03,3.97e-02,
[E15S59],1.17e-01,5.58e-02,8.17e-03,6.08e-01,1.64e+00,1.41e+00,1.14e-02,8.17e-03,4.12e-02,
[E15S60],4.12e-02,5.29e-02,8.02e-03,-1.17e-01,1.70e+00,1.50e+00,1.14e-02,8.02e-03,3.66e-02,
[E15S61],1.24e-01,5.29e-02,7.53e-03,7.07e-01,1.71e+00,1.53e+00,1.08e-02,7.53e-03,3.36e-02,
[E15S62],6.36e-02,5.38e-02,9.07e-03,9.80e-02,1.66e+00,1.45e+00,1.28e-02,9.07e-03,3.65e-02,
[E15S63],9.59e-02,5.25e-02,8.55e-03,4.34e-01,1.63e+00,1.41e+00,1.26e-02,8.55e-03,3.87e-02,
[E15S64],8.52e-02,5.60e-02,9.38e-03,2.92e-01,1.60e+00,1.37e+00,1.22e-02,9.38e-03,4.04e-02,
[E15S65],1.04e-01,5.00e-02,8.63e-03,5.40e-01,1.65e+00,1.43e+00,1.20e-02,8.63e-03,3.99e-02,
[E15S66],6.12e-02,5.27e-02,8.90e-03,8.50e-02,1.71e+00,1.49e+00,1.32e-02,8.90e-03,3.87e-02,
[E15S67],1.20e-01,5.24e-02,8.60e-03,6.76e-01,1.69e+00,1.47e+00,1.22e-02,8.60e-03,3.87e-02,
[E15S68],3.06e-02,5.48e-02,8.24e-03,-2.42e-01,1.73e+00,1.53e+00,1.09e-02,8.24e-03,3.59e-02,
[E15S69],1.17e-01,4.81e-02,7.59e-03,6.87e-01,1.77e+00,1.61e+00,1.09e-02,7.59e-03,2.85e-02,
[E15S70],6.92e-02,5.13e-02,6.45e-03,1.79e-01,1.64e+00,1.45e+00,1.01e-02,6.45e-03,3.35e-02,
[E15S71],9.78e-02,5.27e-02,6.59e-03,4.50e-01,1.63e+00,1.42e+00,9.55e-03,6.59e-03,3.85e-02,
[E15S72],8.87e-02,5.42e-02,6.57e-03,3.44e-01,1.62e+00,1.40e+00,9.75e-03,6.57e-03,4.05e-02,
[E15S73],9.46e-02,5.10e-02,6.87e-03,4.35e-01,1.59e+00,1.38e+00,9.86e-03,6.87e-03,3.87e-02,
[E15S74],7.93e-02,5.46e-02,6.58e-03,2.48e-01,1.73e+00,1.51e+00,1.01e-02,6.58e-03,4.00e-02,
[E15S75],9.53e-02,5.19e-02,6.67e-03,4.34e-01,1.62e+00,1.40e+00,9.19e-03,6.67e-03,4.09e-02,
[E15S76],8.90e-02,6.26e-02,8.49e-03,2.63e-01,1.65e+00,1.42e+00,1.11e-02,8.49e-03,4.02e-02,
[E15S77],9.53e-02,4.81e-02,7.30e-03,4.72e-01,1.67e+00,1.44e+00,9.99e-03,7.30e-03,4.11e-02,
[E15S78],6.36e-02,5.02e-02,7.00e-03,1.34e-01,1.65e+00,1.44e+00,9.53e-03,7.00e-03,3.98e-02,
[E15S79],1.12e-01,5.19e-02,7.82e-03,6.01e-01,1.68e+00,1.46e+00,1.12e-02,7.82e-03,3.97e-02,
[E15S80],5.82e-02,5.29e-02,7.47e-03,5.34e-02,1.66e+00,1.45e+00,1.11e-02,7.47e-03,3.83e-02,
[E15S81],1.12e-01,5.50e-02,7.77e-03,5.68e-01,1.67e+00,1.44e+00,1.07e-02,7.77e-03,4.31e-02,
[E15S82],6.36e-02,5.42e-02,9.67e-03,9.48e-02,1.69e+00,1.48e+00,1.33e-02,9.67e-03,3.72e-02,
[E15S83],1.05e-01,5.18e-02,9.17e-03,5.36e-01,1.67e+00,1.45e+00,1.21e-02,9.17e-03,3.89e-02,
[E15S84],5.98e-02,5.18e-02,9.52e-03,8.01e-02,1.68e+00,1.47e+00,1.35e-02,9.52e-03,3.79e-02,
[E16S0],1.14e-01,5.29e-02,8.20e-03,6.06e-01,1.66e+00,1.45e+00,1.18e-02,8.20e-03,3.78e-02,
[E16S1],5.68e-02,4.96e-02,7.49e-03,7.23e-02,1.68e+00,1.46e+00,1.05e-02,7.49e-03,3.90e-02,
[E16S2],1.09e-01,5.23e-02,6.91e-03,5.72e-01,1.64e+00,1.43e+00,1.05e-02,6.91e-03,3.91e-02,
[E16S3],4.85e-02,5.22e-02,7.05e-03,-3.75e-02,1.65e+00,1.44e+00,1.11e-02,7.05e-03,3.79e-02,
[E16S4],1.25e-01,5.22e-02,6.34e-03,7.26e-01,1.70e+00,1.50e+00,9.65e-03,6.34e-03,3.65e-02,
[E16S5],5.23e-02,5.19e-02,6.90e-03,3.51e-03,1.69e+00,1.50e+00,1.02e-02,6.90e-03,3.44e-02,
[E16S6],1.03e-01,5.38e-02,6.59e-03,4.91e-01,1.65e+00,1.45e+00,1.03e-02,6.59e-03,3.67e-02,
[E16S7],6.48e-02,5.05e-02,6.30e-03,1.43e-01,1.64e+00,1.44e+00,1.01e-02,6.30e-03,3.75e-02,
[E16S8],9.90e-02,5.08e-02,6.87e-03,4.82e-01,1.65e+00,1.45e+00,9.68e-03,6.87e-03,3.82e-02,
[E16S9],7.22e-02,5.29e-02,7.33e-03,1.93e-01,1.64e+00,1.42e+00,1.01e-02,7.33e-03,4.07e-02,
[E16S10],1.00e-01,5.46e-02,7.15e-03,4.59e-01,1.63e+00,1.41e+00,1.13e-02,7.15e-03,3.94e-02,
[E16S11],9.38e-02,5.50e-02,7.63e-03,3.89e-01,1.63e+00,1.40e+00,1.06e-02,7.63e-03,4.19e-02,
[E16S12],8.59e-02,5.65e-02,7.65e-03,2.94e-01,1.65e+00,1.42e+00,1.07e-02,7.65e-03,4.12e-02,
[E16S13],1.02e-01,5.97e-02,9.37e-03,4.19e-01,1.67e+00,1.44e+00,1.19e-02,9.37e-03,4.12e-02,
[E16S14],8.93e-02,5.58e-02,7.33e-03,3.35e-01,1.62e+00,1.39e+00,9.79e-03,7.33e-03,4.32e-02,
[E16S15],1.16e-01,5.31e-02,7.18e-03,6.25e-01,1.71e+00,1.48e+00,1.03e-02,7.18e-03,4.33e-02,
[E16S16],5.90e-02,5.07e-02,7.94e-03,8.30e-02,1.65e+00,1.45e+00,1.01e-02,7.94e-03,3.80e-02,
[E16S17],1.13e-01,4.98e-02,5.96e-03,6.33e-01,1.67e+00,1.47e+00,8.40e-03,5.96e-03,3.85e-02,
[E16S18],5.06e-02,5.33e-02,6.67e-03,-2.73e-02,1.65e+00,1.46e+00,9.65e-03,6.67e-03,3.56e-02,
[E16S19],1.08e-01,5.07e-02,6.64e-03,5.72e-01,1.71e+00,1.51e+00,9.92e-03,6.64e-03,3.64e-02,
[E16S20],6.72e-02,5.18e-02,7.82e-03,1.54e-01,1.61e+00,1.39e+00,1.01e-02,7.82e-03,3.96e-02,
[E16S21],9.58e-02,5.09e-02,7.71e-03,4.49e-01,1.68e+00,1.46e+00,1.00e-02,7.71e-03,3.98e-02,
[E16S22],7.66e-02,5.19e-02,7.28e-03,2.47e-01,1.65e+00,1.43e+00,1.10e-02,7.28e-03,4.03e-02,
[E16S23],9.53e-02,5.18e-02,7.57e-03,4.36e-01,1.60e+00,1.38e+00,1.02e-02,7.57e-03,4.12e-02,
